0.6793,0.3139,1
0.8310,0.4790,1
0.6868,0.5222,1
0.6539,0.1663,1
0.7012,0.4222,1
0.9103,0.3188,1
0.7361,0.4576,1
0.6326,0.1438,1
0.7227,0.3207,1
0.7534,0.4637,1
0.7665,0.3924,1
0.9047,0.1870,1
0.5297,0.4006,1
0.7702,0.1638,1
0.6295,0.2306,1
0.7362,0.0660,1
0.8886,0.2309,1
0.5133,0.3183,1
0.5911,0.2432,1
0.5373,0.3834,1
0.8024,0.2559,1
0.4985,0.3380,1
0.5546,0.5158,1
0.8907,0.3790,1
0.6248,0.0860,1
0.7147,0.5034,1
0.6813,0.0603,1
0.5872,0.4737,1
0.5901,0.4823,1
0.5561,0.1584,1
0.5649,0.4232,1
0.4885,0.2418,1
0.6513,0.5449,1
0.9475,0.3312,1
0.8856,0.2884,1
0.7832,0.5087,1
0.6796,0.2041,1
0.8609,0.3940,1
0.8176,0.4903,1
0.7558,0.1742,1
0.8247,0.3682,1
0.5767,0.3003,1
0.8766,0.2935,1
0.8693,0.2884,1
0.8860,0.1388,1
0.7134,0.4762,1
0.6677,0.2468,1
0.6820,0.4084,1
0.6825,0.4812,1
0.8364,0.1431,1
0.7089,0.4831,1
0.8287,0.3255,1
0.7769,0.3089,1
0.7839,0.2377,1
0.8197,0.1687,1
0.6010,0.2762,1
0.8284,0.5092,1
0.6347,0.3330,1
0.7948,0.4513,1
0.6962,0.3893,1
0.7529,0.3320,1
0.6695,0.5049,1
0.6334,0.4284,1
0.6998,0.2686,1
0.5261,0.4779,1
0.4853,0.4028,1
0.8602,0.3889,1
0.5568,0.2280,1
0.7390,0.4869,1
0.5285,0.3030,1
0.5881,0.5132,1
0.5181,0.5202,1
0.4759,0.2966,1
0.6718,0.2170,1
0.6762,0.0797,1
0.5139,0.3185,1
0.7286,0.1788,1
0.7208,0.4726,1
0.4604,0.3485,1
0.6614,0.0641,1
0.6056,0.1412,1
0.6701,0.4932,1
0.5228,0.2975,1
0.8171,0.5147,1
0.7078,0.1354,1
0.7517,0.1951,1
0.9033,0.3487,1
0.5848,0.0805,1
0.6269,0.4778,1
0.6591,0.1384,1
0.5387,0.1305,1
0.2190,0.7197,2
0.0535,0.7793,2
0.0920,0.7141,2
0.0727,0.8775,2
0.2727,0.6487,2
0.3593,0.6431,2
0.4940,0.5481,2
0.2661,0.7364,2
0.0737,0.7904,2
0.4644,0.5681,2
0.4679,0.6285,2
0.2872,0.7752,2
0.1783,0.7663,2
0.2399,0.6709,2
0.1475,0.8762,2
0.4088,0.6728,2
0.2478,0.9169,2
0.4764,0.5784,2
0.3893,0.5276,2
0.2033,0.7102,2
0.1312,0.7562,2
0.0922,0.7363,2
0.3653,0.5402,2
0.2531,0.7671,2
0.3495,0.7339,2
0.2152,0.8660,2
0.2501,0.8288,2
0.1034,0.7954,2
0.4400,0.5054,2
0.4633,0.5555,2
0.3157,0.6884,2
0.4675,0.5319,2
0.3192,0.8900,2
0.2135,0.6541,2
0.3899,0.6199,2
0.2822,0.9227,2
0.1577,0.8386,2
0.2336,0.7267,2
0.2270,0.8488,2
0.3297,0.7549,2
0.3107,0.5925,2
0.3702,0.7234,2
0.0783,0.7646,2
0.3697,0.5865,2
0.3216,0.7486,2
0.2666,0.7029,2
0.2467,0.6615,2
0.1607,0.8855,2
0.4366,0.5082,2
