14.230000,1.710000,1.000000
13.200000,1.780000,1.000000
13.160000,2.360000,1.000000
14.370000,1.950000,1.000000
13.240000,2.590000,1.000000
14.200000,1.760000,1.000000
14.390000,1.870000,1.000000
14.060000,2.150000,1.000000
14.830000,1.640000,1.000000
13.860000,1.350000,1.000000
14.100000,2.160000,1.000000
14.120000,1.480000,1.000000
13.750000,1.730000,1.000000
14.750000,1.730000,1.000000
14.380000,1.870000,1.000000
13.630000,1.810000,1.000000
14.300000,1.920000,1.000000
13.830000,1.570000,1.000000
14.190000,1.590000,1.000000
13.640000,3.100000,1.000000
14.060000,1.630000,1.000000
12.930000,3.800000,1.000000
13.710000,1.860000,1.000000
12.850000,1.600000,1.000000
13.500000,1.810000,1.000000
13.050000,2.050000,1.000000
13.390000,1.770000,1.000000
13.300000,1.720000,1.000000
13.870000,1.900000,1.000000
14.020000,1.680000,1.000000
13.730000,1.500000,1.000000
13.580000,1.660000,1.000000
13.680000,1.830000,1.000000
13.760000,1.530000,1.000000
13.510000,1.800000,1.000000
13.480000,1.810000,1.000000
13.280000,1.640000,1.000000
13.050000,1.650000,1.000000
13.070000,1.500000,1.000000
14.220000,3.990000,1.000000
13.560000,1.710000,1.000000
13.410000,3.840000,1.000000
13.880000,1.890000,1.000000
13.240000,3.980000,1.000000
13.050000,1.770000,1.000000
14.210000,4.040000,1.000000
14.380000,3.590000,1.000000
13.900000,1.680000,1.000000
14.100000,2.020000,1.000000
13.940000,1.730000,1.000000
13.050000,1.730000,1.000000
13.830000,1.650000,1.000000
13.820000,1.750000,1.000000
13.770000,1.900000,1.000000
13.740000,1.670000,1.000000
13.560000,1.730000,1.000000
14.220000,1.700000,1.000000
13.290000,1.970000,1.000000
13.720000,1.430000,1.000000
12.370000,0.940000,2.000000
12.330000,1.100000,2.000000
12.640000,1.360000,2.000000
13.670000,1.250000,2.000000
12.370000,1.130000,2.000000
12.170000,1.450000,2.000000
12.370000,1.210000,2.000000
13.110000,1.010000,2.000000
12.370000,1.170000,2.000000
13.340000,0.940000,2.000000
12.210000,1.190000,2.000000
12.290000,1.610000,2.000000
13.860000,1.510000,2.000000
13.490000,1.660000,2.000000
12.990000,1.670000,2.000000
11.960000,1.090000,2.000000
11.660000,1.880000,2.000000
13.030000,0.900000,2.000000
11.840000,2.890000,2.000000
12.330000,0.990000,2.000000
12.700000,3.870000,2.000000
12.000000,0.920000,2.000000
12.720000,1.810000,2.000000
12.080000,1.130000,2.000000
13.050000,3.860000,2.000000
11.840000,0.890000,2.000000
12.670000,0.980000,2.000000
12.160000,1.610000,2.000000
11.650000,1.670000,2.000000
11.640000,2.060000,2.000000
12.080000,1.330000,2.000000
12.080000,1.830000,2.000000
12.000000,1.510000,2.000000
12.690000,1.530000,2.000000
12.290000,2.830000,2.000000
11.620000,1.990000,2.000000
12.470000,1.520000,2.000000
11.810000,2.120000,2.000000
12.290000,1.410000,2.000000
12.370000,1.070000,2.000000
12.290000,3.170000,2.000000
12.080000,2.080000,2.000000
12.600000,1.340000,2.000000
12.340000,2.450000,2.000000
11.820000,1.720000,2.000000
12.510000,1.730000,2.000000
12.420000,2.550000,2.000000
12.250000,1.730000,2.000000
12.720000,1.750000,2.000000
12.220000,1.290000,2.000000
11.610000,1.350000,2.000000
11.460000,3.740000,2.000000
12.520000,2.430000,2.000000
11.760000,2.680000,2.000000
11.410000,0.740000,2.000000
12.080000,1.390000,2.000000
11.030000,1.510000,2.000000
11.820000,1.470000,2.000000
12.420000,1.610000,2.000000
12.770000,3.430000,2.000000
12.000000,3.430000,2.000000
11.450000,2.400000,2.000000
11.560000,2.050000,2.000000
12.420000,4.430000,2.000000
13.050000,5.800000,2.000000
11.870000,4.310000,2.000000
12.070000,2.160000,2.000000
12.430000,1.530000,2.000000
11.790000,2.130000,2.000000
12.370000,1.630000,2.000000
12.040000,4.300000,2.000000
12.860000,1.350000,3.000000
12.880000,2.990000,3.000000
12.810000,2.310000,3.000000
12.700000,3.550000,3.000000
12.510000,1.240000,3.000000
12.600000,2.460000,3.000000
12.250000,4.720000,3.000000
12.530000,5.510000,3.000000
13.490000,3.590000,3.000000
12.840000,2.960000,3.000000
12.930000,2.810000,3.000000
13.360000,2.560000,3.000000
13.520000,3.170000,3.000000
13.620000,4.950000,3.000000
12.250000,3.880000,3.000000
13.160000,3.570000,3.000000
13.880000,5.040000,3.000000
12.870000,4.610000,3.000000
13.320000,3.240000,3.000000
13.080000,3.900000,3.000000
13.500000,3.120000,3.000000
12.790000,2.670000,3.000000
13.110000,1.900000,3.000000
13.230000,3.300000,3.000000
12.580000,1.290000,3.000000
13.170000,5.190000,3.000000
13.840000,4.120000,3.000000
12.450000,3.030000,3.000000
14.340000,1.680000,3.000000
13.480000,1.670000,3.000000
12.360000,3.830000,3.000000
13.690000,3.260000,3.000000
12.850000,3.270000,3.000000
12.960000,3.450000,3.000000
13.780000,2.760000,3.000000
13.730000,4.360000,3.000000
13.450000,3.700000,3.000000
12.820000,3.370000,3.000000
13.580000,2.580000,3.000000
13.400000,4.600000,3.000000
12.200000,3.030000,3.000000
12.770000,2.390000,3.000000
14.160000,2.510000,3.000000
13.710000,5.650000,3.000000
13.400000,3.910000,3.000000
13.270000,4.280000,3.000000
13.170000,2.590000,3.000000
14.130000,4.100000,3.000000
