0.870826,0.284287,1.251704,-0.690822,-1.124446,-0.670134,-0.145425,-0.352051,-0.585079,2.000000
-0.248750,0.590433,0.634680,-0.170061,0.102080,-0.026152,-0.791877,-0.352051,-0.585079,2.000000
-0.719631,0.149582,0.600016,0.190465,0.437760,-0.164148,-0.827010,-0.352051,-0.585079,2.000000
-0.232286,-0.242285,0.697076,-0.310266,-0.052850,0.111844,-0.517838,-0.352051,-0.585079,2.000000
-0.311315,-0.168810,0.648546,-0.410413,0.553957,0.081178,-0.623237,-0.352051,-0.585079,2.000000
-0.792074,-0.756610,0.641613,0.350699,0.411939,0.219175,-0.623237,-0.352051,2.083265,2.000000
-0.308022,-0.132072,0.634680,-0.610705,0.566868,0.127177,-0.552971,-0.352051,-0.585079,2.000000
-0.265215,-0.315760,0.641613,-0.790968,0.760530,0.111844,-0.503784,-0.352051,-0.585079,2.000000
0.268230,0.774120,0.620814,-0.150032,-0.737122,0.096511,-0.461625,-0.352051,-0.585079,2.000000
-0.268507,-0.499447,0.634680,-0.170061,0.437760,0.111844,-0.391358,-0.352051,0.543836,2.000000
-0.874396,-0.842331,0.537620,0.230524,0.708887,0.265173,-0.609184,-0.352051,1.878008,2.000000
-0.242164,-0.744364,0.676277,-0.350325,0.463582,0.157843,-0.278932,-0.352051,-0.585079,2.000000
-0.815124,-0.646397,0.516821,-0.089944,0.812173,0.295839,-0.637291,-0.352051,1.878008,2.000000
-0.291558,-0.670889,0.606949,-0.350325,0.721798,0.065846,-0.405411,-0.352051,1.159608,2.000000
-0.242164,-0.977035,0.627747,-0.270208,0.825084,0.127177,-0.321092,-0.352051,-0.585079,2.000000
-0.248750,-0.732118,0.593083,-0.430442,0.760530,0.127177,-0.398385,-0.352051,-0.585079,2.000000
-0.173014,-0.891314,0.683210,-0.570647,0.592690,0.173176,-0.180559,-0.352051,-0.585079,2.000000
1.183649,1.165987,0.808001,-1.111437,-1.666699,-0.532138,0.135641,-0.352051,-0.585079,2.000000
0.245180,0.602679,0.724807,-0.530588,-0.685479,-0.670134,-0.047052,-0.352051,-0.585079,2.000000
-0.334365,-0.474956,0.593083,0.490904,0.102080,0.065846,-0.363251,-0.352051,0.133321,2.000000
-0.284972,-0.719873,0.600016,0.090319,0.127901,0.065846,-0.307038,-0.352051,1.364865,2.000000
0.426288,1.668067,0.738673,-2.313192,-0.814587,-0.716133,0.030241,-0.352051,-0.585079,2.000000
-0.331072,-0.768856,0.648546,-0.310266,0.179544,0.142510,-0.180559,-0.352051,-0.585079,2.000000
-0.281679,-0.732118,0.613881,-0.190091,0.476493,0.188509,-0.257852,-0.352051,-0.585079,2.000000
-0.383758,-0.034105,0.565351,-0.590676,0.257009,0.004514,-0.370278,-0.352051,-0.585079,2.000000
-0.238872,-0.523939,0.593083,-0.470500,0.450671,0.234508,-0.300012,-0.352051,-0.585079,2.000000
-0.143378,-0.242285,0.551486,-0.069915,-0.014117,0.142510,-0.370278,-0.352051,-0.585079,2.000000
-0.380465,-0.658643,0.551486,-0.230149,0.502314,0.096511,-0.370278,-0.352051,-0.585079,2.000000
-0.225700,-1.038264,0.579217,-0.029857,0.644333,0.111844,-0.292985,-0.352051,-0.585079,2.000000
-0.173014,-0.401481,0.558419,-0.330296,0.269920,0.157843,-0.328118,-0.352051,-0.585079,2.000000
-0.225700,-0.928052,0.606949,-0.290237,0.553957,0.173176,-0.187585,-0.352051,0.851722,2.000000
-0.294850,-0.695381,0.565351,-0.610705,0.799263,0.096511,-0.285958,-0.352051,-0.585079,2.000000
-0.202650,-0.683135,0.551486,-0.430442,0.411939,0.173176,-0.278932,-0.171045,1.672751,2.000000
-0.275093,-1.026019,0.544553,-0.130003,0.954192,0.157843,-0.285958,-0.352051,0.030693,2.000000
-0.176307,-0.879069,0.593083,-0.210120,0.386117,0.111844,-0.145425,-0.352051,-0.585079,2.000000
-0.887567,-0.144318,0.530687,-0.470500,0.114991,0.096511,-0.271905,-0.352051,-0.585079,2.000000
0.238595,0.590433,0.586150,-0.250179,-1.085713,0.019847,-0.124345,-0.130821,-0.585079,2.000000
-0.130207,-0.817839,0.551486,-0.190091,0.399028,0.219175,-0.194612,-0.352051,-0.585079,2.000000
1.239627,0.982300,0.787203,-1.952665,-1.137356,-0.593470,0.430760,-0.352051,-0.585079,2.000000
1.239627,0.982300,0.787203,-1.952665,-1.137356,-0.593470,0.430760,-0.352051,-0.585079,2.000000
-0.143378,-0.756610,0.565351,-0.650764,0.489403,0.219175,-0.131372,-0.352051,-0.585079,2.000000
-0.268507,-0.854577,0.509889,-0.490530,0.708887,0.142510,-0.222719,-0.352051,-0.585079,2.000000
-0.189479,-0.242285,0.489090,-0.230149,0.140812,0.142510,-0.257852,-0.352051,-0.585079,2.000000
1.229749,0.394499,0.801068,-1.451934,-1.150267,-0.501472,0.550213,-0.352051,-0.585079,2.000000
-0.166428,-0.830085,0.516821,-0.510559,0.386117,0.188509,-0.138399,-0.352051,2.493780,2.000000
0.208959,0.100599,0.551486,-0.190091,-0.904962,0.081178,0.030241,-0.352051,-0.585079,2.000000
0.106880,-0.266776,0.475224,-0.530588,0.089169,0.111844,-0.089212,-0.352051,1.056979,2.000000
2.734591,0.712891,0.704008,-1.471963,-1.395572,-0.731466,0.606426,-0.352051,0.441207,2.000000
1.272556,-0.242285,0.752538,-1.311729,-0.853319,-0.562804,0.746959,-0.352051,-0.585079,2.000000
0.202373,0.210812,0.461359,-0.430442,-0.737122,0.142510,-0.032999,-0.352051,-0.585079,2.000000
1.591965,0.382253,0.717874,-1.872548,-1.163178,-0.624135,0.775066,-0.352051,1.056979,2.000000
0.294573,-0.254530,0.447493,-0.330296,-0.375620,0.157843,0.128614,-0.352051,0.543836,2.000000
-0.093985,0.027124,0.128582,-0.510559,0.244098,0.081178,0.051321,-0.352051,-0.585079,2.000000
0.001508,-0.328006,0.107783,-0.330296,0.257009,0.081178,0.079427,-0.352051,-0.585079,2.000000
-0.192771,-0.242285,0.086985,-0.310266,0.424850,0.019847,0.044294,-0.352051,0.338579,2.000000
-0.222407,-1.172969,0.017656,-0.310266,1.354427,0.096511,0.072401,-0.352051,1.878008,2.000000
-2.046658,-0.511693,0.544553,-0.650764,0.424850,0.188509,-0.426491,-0.352051,2.596408,2.000000
-0.041299,-0.658643,0.551486,-0.310266,0.386117,0.157843,-0.370278,-0.352051,-0.585079,2.000000
-0.271800,0.088353,0.731740,-0.550617,0.437760,0.142510,-0.651344,-0.352051,-0.585079,2.000000
-0.271800,-0.021859,0.676277,-0.510559,0.179544,0.111844,-0.482705,-0.352051,0.543836,2.000000
0.225423,0.235303,0.648546,-0.670793,-0.014117,-0.547471,-0.138399,-0.352051,-0.585079,2.000000
0.462510,0.492466,0.620814,-0.250179,-1.201910,-0.578137,-0.201639,1.035666,-0.585079,2.000000
1.104620,0.125091,0.814934,-1.131466,-1.111535,-0.409475,0.409680,-0.352051,0.543836,2.000000
1.285728,0.933316,0.780270,-1.331758,-1.679610,-0.762132,0.515080,-0.352051,-0.585079,2.000000
1.104620,0.088353,0.731740,-1.091407,-0.827497,-0.486139,0.458866,-0.352051,0.133321,2.000000
0.864240,0.345516,0.627747,-0.650764,-0.892051,-0.624135,0.311307,-0.352051,-0.585079,2.000000
1.038762,-0.438218,0.669344,-1.151495,-0.556371,-0.470806,0.627506,-0.352051,1.159608,2.000000
1.038762,-0.438218,0.669344,-1.151495,-0.427263,-0.470806,0.627506,-0.352051,1.159608,2.000000
1.038762,-0.352497,0.620814,-1.091407,-0.582192,-0.409475,0.606426,-0.352051,1.056979,2.000000
1.526107,-0.119826,0.620814,-1.251641,-0.853319,-0.578137,0.852359,-0.352051,-0.277193,2.000000
-0.864517,1.778280,0.683210,0.591050,-1.008248,-0.516805,-1.122130,-0.352051,0.646464,2.000000
0.037730,0.284287,0.821867,-0.350325,-0.892051,0.065846,-0.447571,-0.352051,2.699037,2.000000
-0.801953,-0.389235,0.627747,0.150407,0.579779,0.265173,-0.791877,-0.352051,-0.585079,2.000000
-0.676823,-0.083089,0.613881,0.250553,0.282831,0.173176,-0.749717,-0.352051,-0.585079,2.000000
-0.792074,-0.474956,0.606949,0.190465,0.592690,0.341838,-0.742691,-0.352051,-0.585079,2.000000
-0.811831,-0.474956,0.620814,0.130377,0.605601,0.295839,-0.700531,-0.352051,-0.585079,2.000000
-0.630723,0.039370,0.641613,0.190465,-0.336887,0.249840,-0.651344,-0.352051,-0.585079,2.000000
-0.689995,-0.499447,0.620814,0.190465,0.231188,0.173176,-0.644317,-0.352051,-0.585079,2.000000
-0.736095,0.627170,0.579217,-0.390383,0.295742,-0.194814,-0.714584,-0.352051,0.851722,2.000000
-0.811831,-0.719873,0.579217,0.911518,0.269920,0.295839,-0.693504,-0.352051,-0.585079,2.000000
-0.805245,-0.670889,0.579217,1.352162,0.011704,0.295839,-0.693504,-0.352051,-0.585079,2.000000
-0.801953,-0.193301,0.530687,-0.029857,0.670155,0.173176,-0.770797,-0.352051,-0.585079,2.000000
-0.627430,0.002632,0.600016,-0.390383,0.205366,0.280506,-0.602158,-0.352051,-0.585079,2.000000
-0.798660,-0.389235,0.579217,0.210494,0.282831,0.280506,-0.637291,-0.352051,0.338579,2.000000
-1.407841,1.031283,0.281104,1.272045,-0.478906,0.924489,-1.318876,-0.352051,-0.585079,2.000000
-0.696581,-0.058597,0.620814,0.090319,0.089169,-0.072151,-0.524864,-0.352051,-0.585079,2.000000
-0.880981,-0.205547,0.558419,0.050260,0.773441,-0.179481,-0.651344,-0.352051,-0.585079,2.000000
-0.630723,-0.009614,0.558419,0.150407,-0.001207,0.265173,-0.616211,-0.352051,0.441207,2.000000
-0.719631,-0.487201,0.565351,0.070290,0.308652,0.157843,-0.588104,-0.352051,-0.585079,2.000000
-0.647188,-1.050510,0.551486,0.851431,0.747619,0.203842,-0.616211,-0.352051,0.338579,2.000000
